,Shape,Orientation,Window to Wall Ratio,Height,Surface Area,Material,thickness,set point,Heating System,Cooling System,AC Type,Heater type,PVs,Ceiling fans,Others
224,L-Shape,South,0.58,12,199.74,Steel,0.38,21,1,1,Package AC,Gas Heating,0,0,"TV, Fridge"
225,Rectangular,East,0.6,10,165.61,Concrete,0.22,19,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
226,L-Shape,North,0.38,18,150.58,Wood,0.38,20,1,0,VRF,Gas Heating,0,1,"Oven, Dishwasher"
227,L-Shape,South,0.52,15,185.66,Concrete,0.24,19,0,1,Package AC,Gas Heating,1,2,"Oven, Dishwasher"
228,Rectangular,East,0.33,18,272.3,Concrete,0.24,22,0,1,Package AC,Gas Heating,1,1,"Oven, Dishwasher"
229,U-Shape,West,0.52,15,245.07,Steel,0.27,19,0,1,Package AC,Heat Pump,1,2,"TV, Fridge"
230,Rectangular,East,0.5,10,79.63,Wood,0.39,22,0,1,Split AC,Gas Heating,1,1,"Oven, Dishwasher"
231,L-Shape,South,0.41,10,50.71,Steel,0.36,22,1,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
232,L-Shape,South,0.47,15,315.96,Concrete,0.23,19,1,0,Split AC,Heat Pump,0,0,"Microwave, Washer"
233,L-Shape,South,0.38,12,204.62,Steel,0.38,22,0,0,Split AC,Gas Heating,1,1,"Microwave, Washer"
234,Rectangular,South,0.51,15,50.71,Wood,0.29,20,1,1,Package AC,Heat Pump,1,0,"Oven, Dishwasher"
235,Rectangular,West,0.3,10,120.01,Concrete,0.33,21,0,0,Split AC,Heat Pump,1,0,"Microwave, Washer"
236,L-Shape,East,0.53,15,201.1,Concrete,0.23,19,0,0,VRF,Heat Pump,1,1,"Oven, Dishwasher"
237,Rectangular,North,0.56,12,212.71,Wood,0.25,22,0,1,Split AC,Heat Pump,1,2,"TV, Fridge"
238,L-Shape,West,0.4,18,198.7,Steel,0.35,19,0,0,Split AC,Heat Pump,0,1,"Microwave, Washer"
239,U-Shape,South,0.57,18,258.55,Concrete,0.26,19,0,0,Package AC,Heat Pump,1,1,"TV, Fridge"
240,L-Shape,North,0.52,10,219.13,Steel,0.22,21,0,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
241,U-Shape,South,0.58,10,50.71,Wood,0.35,21,0,1,Package AC,Gas Heating,0,0,"Oven, Dishwasher"
242,Rectangular,West,0.37,12,56.1,Concrete,0.23,20,1,0,Split AC,Gas Heating,0,2,"Microwave, Washer"
243,Rectangular,East,0.44,18,301.03,Wood,0.3,19,1,0,Package AC,Gas Heating,0,0,"Microwave, Washer"
244,Rectangular,East,0.48,10,125.04,Concrete,0.22,22,1,0,Split AC,Gas Heating,1,2,"Oven, Dishwasher"
245,L-Shape,South,0.44,15,142.43,Wood,0.25,20,0,1,Package AC,Gas Heating,1,2,"TV, Fridge"
246,Rectangular,South,0.45,18,50.71,Concrete,0.27,19,1,1,Package AC,Gas Heating,1,0,"TV, Fridge"
247,U-Shape,North,0.58,15,105.81,Wood,0.36,20,1,1,Package AC,Heat Pump,0,2,"Microwave, Washer"
248,L-Shape,East,0.51,10,348.6,Steel,0.29,19,0,1,Package AC,Heat Pump,1,0,"TV, Fridge"
249,Rectangular,East,0.41,15,279.99,Concrete,0.4,19,1,1,Package AC,Heat Pump,1,0,"Oven, Dishwasher"
250,L-Shape,South,0.37,12,50.71,Steel,0.27,19,0,1,Split AC,Heat Pump,1,0,"Oven, Dishwasher"
251,Rectangular,East,0.37,12,160.89,Concrete,0.21,19,1,0,Package AC,Heat Pump,0,0,"Microwave, Washer"
252,Rectangular,North,0.42,10,256.31,Steel,0.33,19,1,0,Package AC,Heat Pump,1,0,"Microwave, Washer"
253,Rectangular,South,0.56,12,217.66,Wood,0.34,21,0,1,Package AC,Heat Pump,1,0,"Microwave, Washer"
254,L-Shape,East,0.34,15,268.57,Concrete,0.39,22,1,0,Package AC,Heat Pump,1,1,"Microwave, Washer"
255,Rectangular,East,0.44,15,238.48,Concrete,0.24,20,0,0,Package AC,Gas Heating,1,1,"Oven, Dishwasher"
256,Rectangular,East,0.42,12,98.98,Steel,0.35,22,1,1,Package AC,Heat Pump,1,0,"Oven, Dishwasher"
257,Rectangular,West,0.39,10,203.5,Steel,0.31,22,0,0,Split AC,Gas Heating,1,0,"Microwave, Washer"
258,Rectangular,South,0.48,10,98.26,Concrete,0.21,20,1,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
259,Rectangular,South,0.45,18,180.09,Concrete,0.27,20,0,1,Package AC,Heat Pump,1,0,"TV, Fridge"
260,Rectangular,North,0.56,15,246.29,Concrete,0.2,22,0,1,VRF,Heat Pump,1,0,"Microwave, Washer"
261,Rectangular,East,0.55,15,50.71,Wood,0.34,22,0,1,Split AC,Heat Pump,0,0,"Microwave, Washer"
262,Rectangular,South,0.48,15,235.95,Wood,0.36,21,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
263,Rectangular,South,0.54,10,244.33,Steel,0.37,19,1,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
264,Rectangular,West,0.49,15,50.71,Steel,0.26,20,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
265,Rectangular,West,0.36,10,164.09,Steel,0.3,20,1,0,Split AC,Heat Pump,1,0,"Microwave, Washer"
266,U-Shape,North,0.44,15,217.58,Steel,0.31,21,0,1,Split AC,Gas Heating,1,0,"Microwave, Washer"
267,L-Shape,North,0.51,18,327.87,Concrete,0.33,19,0,1,Split AC,Gas Heating,1,0,"Microwave, Washer"
268,L-Shape,North,0.39,12,94.29,Wood,0.25,21,0,0,Split AC,Gas Heating,1,2,"Oven, Dishwasher"
269,U-Shape,North,0.6,10,78.84,Steel,0.33,22,0,1,Split AC,Heat Pump,1,2,"Microwave, Washer"
270,L-Shape,East,0.35,15,170.61,Steel,0.36,19,1,0,Split AC,Gas Heating,1,2,"Microwave, Washer"
271,L-Shape,North,0.56,12,132.72,Steel,0.2,19,1,0,VRF,Heat Pump,0,2,"Oven, Dishwasher"
272,Rectangular,East,0.51,10,256.52,Wood,0.34,22,1,0,Package AC,Gas Heating,1,0,"Microwave, Washer"
273,L-Shape,East,0.47,10,315.73,Concrete,0.4,19,1,1,Package AC,Gas Heating,1,2,"TV, Fridge"
274,Rectangular,East,0.55,12,114.12,Concrete,0.39,19,1,1,Package AC,Gas Heating,0,0,"Microwave, Washer"
275,L-Shape,South,0.3,10,191.19,Steel,0.3,22,0,1,Package AC,Gas Heating,1,1,"TV, Fridge"
276,U-Shape,North,0.52,12,192.88,Wood,0.34,22,0,0,VRF,Heat Pump,0,2,"Oven, Dishwasher"
277,L-Shape,West,0.51,15,171.05,Wood,0.2,22,1,0,VRF,Heat Pump,1,1,"Microwave, Washer"
278,L-Shape,South,0.53,15,183.34,Steel,0.2,22,0,0,Package AC,Gas Heating,0,1,"Oven, Dishwasher"
279,L-Shape,East,0.51,12,84.8,Wood,0.26,22,1,0,Split AC,Heat Pump,0,1,"Oven, Dishwasher"
280,U-Shape,South,0.37,12,134.79,Steel,0.23,19,0,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
281,Rectangular,East,0.55,10,281.68,Steel,0.4,22,1,1,Package AC,Gas Heating,1,2,"TV, Fridge"
282,U-Shape,East,0.46,12,50.71,Steel,0.28,21,1,0,Package AC,Heat Pump,1,0,"Microwave, Washer"
283,L-Shape,North,0.56,18,64.83,Steel,0.26,19,0,0,VRF,Gas Heating,1,2,"Oven, Dishwasher"
284,U-Shape,South,0.54,15,227.26,Concrete,0.31,21,0,1,Split AC,Heat Pump,1,1,"Microwave, Washer"
285,Rectangular,South,0.56,10,151.38,Steel,0.34,19,0,0,Package AC,Heat Pump,1,2,"TV, Fridge"
286,Rectangular,South,0.3,15,246.29,Concrete,0.21,21,1,1,Package AC,Heat Pump,0,1,"TV, Fridge"
287,L-Shape,North,0.49,15,82.84,Concrete,0.4,20,0,0,Split AC,Gas Heating,0,0,"Microwave, Washer"
288,U-Shape,South,0.45,15,334.55,Steel,0.35,19,0,0,VRF,Heat Pump,1,1,"Microwave, Washer"
289,Rectangular,East,0.49,15,153.76,Steel,0.31,20,1,1,Package AC,Heat Pump,0,0,"Oven, Dishwasher"
290,L-Shape,South,0.49,15,121.94,Wood,0.28,20,1,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
291,U-Shape,South,0.5,15,149.71,Steel,0.25,21,0,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
292,U-Shape,North,0.45,15,238.81,Steel,0.32,21,0,0,Split AC,Gas Heating,1,2,"Microwave, Washer"
293,U-Shape,North,0.51,18,65.95,Steel,0.25,22,1,0,VRF,Heat Pump,0,2,"Oven, Dishwasher"
294,U-Shape,South,0.45,12,50.71,Wood,0.21,19,1,1,Package AC,Gas Heating,0,2,"Microwave, Washer"
295,L-Shape,East,0.54,15,157.53,Concrete,0.37,19,0,0,Split AC,Heat Pump,1,0,"Microwave, Washer"
296,L-Shape,East,0.56,18,198.19,Steel,0.31,19,0,0,Package AC,Heat Pump,1,2,"Microwave, Washer"
297,U-Shape,North,0.56,18,199.4,Wood,0.25,21,0,1,Split AC,Gas Heating,1,2,"Oven, Dishwasher"
298,Rectangular,East,0.55,10,86.17,Concrete,0.39,20,1,0,Package AC,Gas Heating,1,1,"TV, Fridge"
299,L-Shape,East,0.59,18,85.51,Wood,0.3,22,1,0,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
300,U-Shape,South,0.5,15,264.97,Steel,0.38,19,0,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
301,Rectangular,East,0.45,12,119.86,Wood,0.26,22,1,0,Package AC,Gas Heating,0,2,"TV, Fridge"
302,U-Shape,East,0.44,10,115.76,Wood,0.36,20,1,0,Split AC,Gas Heating,0,1,"Microwave, Washer"
303,L-Shape,East,0.39,10,179.49,Steel,0.26,20,0,0,Split AC,Heat Pump,1,1,"Oven, Dishwasher"
304,Rectangular,East,0.38,12,127.33,Steel,0.37,21,1,1,VRF,Heat Pump,1,2,"Oven, Dishwasher"
305,Rectangular,North,0.5,12,188.01,Concrete,0.23,22,0,1,Split AC,Heat Pump,0,1,"Microwave, Washer"
306,Rectangular,East,0.44,18,106.71,Wood,0.21,22,1,0,Split AC,Gas Heating,0,1,"Oven, Dishwasher"
307,L-Shape,East,0.49,10,70.92,Steel,0.25,21,0,0,Package AC,Heat Pump,0,1,"Oven, Dishwasher"
308,L-Shape,South,0.56,10,91.99,Concrete,0.32,19,0,1,Package AC,Heat Pump,1,2,"TV, Fridge"
309,Rectangular,East,0.44,10,218.49,Concrete,0.4,21,1,0,Package AC,Heat Pump,0,0,"Microwave, Washer"
310,Rectangular,East,0.35,12,140.66,Wood,0.37,22,1,1,Package AC,Heat Pump,1,0,"Microwave, Washer"
311,Rectangular,West,0.44,10,302.26,Wood,0.4,20,1,1,Package AC,Gas Heating,1,0,"TV, Fridge"
312,L-Shape,West,0.32,15,71.63,Wood,0.33,19,0,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
313,U-Shape,North,0.57,15,273.12,Steel,0.34,21,0,1,VRF,Heat Pump,1,2,"Oven, Dishwasher"
314,Rectangular,East,0.43,10,94.44,Steel,0.25,20,1,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
315,L-Shape,South,0.54,10,292.88,Concrete,0.31,19,0,1,Package AC,Heat Pump,0,1,"Microwave, Washer"
316,Rectangular,South,0.5,10,240.91,Steel,0.3,20,0,1,Package AC,Gas Heating,1,0,"Microwave, Washer"
317,L-Shape,South,0.41,15,330.71,Concrete,0.2,19,0,1,Package AC,Gas Heating,1,0,"Microwave, Washer"
318,L-Shape,East,0.57,15,275.19,Steel,0.28,21,1,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
319,Rectangular,East,0.53,18,102.85,Steel,0.2,19,1,0,Package AC,Gas Heating,1,2,"Microwave, Washer"
320,U-Shape,South,0.39,15,177.39,Steel,0.22,20,0,1,VRF,Gas Heating,0,1,"Microwave, Washer"
321,U-Shape,North,0.51,15,274.74,Steel,0.37,22,0,1,Split AC,Heat Pump,0,2,"TV, Fridge"
322,Rectangular,East,0.48,15,298.52,Wood,0.26,22,1,1,Package AC,Gas Heating,0,0,"Microwave, Washer"
323,L-Shape,South,0.53,10,203.48,Steel,0.39,19,0,1,Package AC,Gas Heating,1,1,"Oven, Dishwasher"
324,U-Shape,East,0.59,12,270.38,Steel,0.26,22,1,0,Package AC,Heat Pump,1,2,"TV, Fridge"
325,Rectangular,East,0.33,18,80.22,Wood,0.21,20,0,0,VRF,Gas Heating,1,2,"Microwave, Washer"
326,Rectangular,West,0.46,10,286.66,Concrete,0.33,21,0,1,VRF,Heat Pump,1,2,"Microwave, Washer"
327,U-Shape,East,0.4,10,148.72,Concrete,0.28,20,1,1,Package AC,Gas Heating,1,1,"Microwave, Washer"
328,U-Shape,South,0.53,12,234.74,Concrete,0.36,21,0,1,VRF,Heat Pump,1,1,"Microwave, Washer"
329,Rectangular,East,0.52,12,79.49,Wood,0.27,22,1,0,Split AC,Gas Heating,1,2,"Microwave, Washer"
330,Rectangular,South,0.42,10,145.58,Concrete,0.31,20,1,0,Package AC,Heat Pump,1,0,"Oven, Dishwasher"
331,L-Shape,South,0.48,18,200.93,Concrete,0.36,19,0,0,VRF,Gas Heating,1,0,"Microwave, Washer"
332,Rectangular,East,0.3,18,164.23,Wood,0.27,22,0,0,Split AC,Gas Heating,1,1,"Microwave, Washer"
333,Rectangular,East,0.44,10,342.19,Concrete,0.28,22,1,0,Split AC,Gas Heating,0,2,"Oven, Dishwasher"
334,U-Shape,South,0.49,15,242.69,Steel,0.22,21,0,1,Package AC,Heat Pump,0,1,"Microwave, Washer"
335,U-Shape,West,0.35,15,168.39,Concrete,0.38,19,0,1,VRF,Heat Pump,1,2,"Oven, Dishwasher"
336,Rectangular,South,0.46,10,145.27,Concrete,0.39,21,1,1,Split AC,Gas Heating,0,0,"TV, Fridge"
337,L-Shape,South,0.36,10,307.95,Steel,0.35,19,0,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
338,Rectangular,West,0.48,12,68.63,Steel,0.23,20,1,1,Split AC,Gas Heating,0,2,"Oven, Dishwasher"
339,U-Shape,East,0.59,10,225.4,Steel,0.38,22,1,0,Package AC,Gas Heating,1,1,"Microwave, Washer"
340,Rectangular,East,0.32,15,238.55,Concrete,0.35,19,0,1,Package AC,Heat Pump,1,2,"Microwave, Washer"
341,Rectangular,South,0.53,15,181.01,Steel,0.38,21,0,1,Package AC,Gas Heating,0,2,"Oven, Dishwasher"
342,L-Shape,North,0.55,12,310.37,Steel,0.3,22,0,1,Package AC,Gas Heating,1,1,"Oven, Dishwasher"
343,U-Shape,West,0.41,10,187.27,Steel,0.23,19,0,1,VRF,Heat Pump,1,1,"Microwave, Washer"
344,U-Shape,South,0.38,15,180.31,Steel,0.32,19,0,0,VRF,Heat Pump,1,1,"Oven, Dishwasher"
345,L-Shape,East,0.53,18,337.71,Steel,0.36,19,1,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
346,L-Shape,South,0.35,12,193.33,Wood,0.26,20,0,0,Split AC,Heat Pump,1,1,"Oven, Dishwasher"
347,L-Shape,East,0.6,15,342.85,Wood,0.2,19,1,0,Package AC,Heat Pump,1,0,"Oven, Dishwasher"
348,U-Shape,North,0.56,15,348.6,Steel,0.27,22,1,1,VRF,Heat Pump,0,2,"Oven, Dishwasher"
349,L-Shape,West,0.46,15,76.28,Steel,0.2,22,0,0,Package AC,Gas Heating,0,1,"Oven, Dishwasher"
350,L-Shape,East,0.3,15,109.09,Concrete,0.29,19,1,0,Split AC,Gas Heating,1,0,"TV, Fridge"
351,Rectangular,North,0.57,15,234.06,Steel,0.27,22,0,0,Split AC,Heat Pump,0,1,"TV, Fridge"
352,L-Shape,South,0.32,10,143.81,Concrete,0.24,22,0,1,Package AC,Heat Pump,0,1,"TV, Fridge"
353,Rectangular,South,0.54,10,158.62,Concrete,0.29,19,0,1,VRF,Gas Heating,0,2,"Oven, Dishwasher"
354,L-Shape,East,0.38,18,128.66,Wood,0.29,21,1,1,Split AC,Gas Heating,0,0,"Microwave, Washer"
355,Rectangular,West,0.58,12,166.73,Concrete,0.3,21,0,0,Package AC,Gas Heating,1,1,"Oven, Dishwasher"
356,L-Shape,South,0.6,15,182.97,Steel,0.38,22,0,0,Split AC,Heat Pump,1,0,"Microwave, Washer"
357,Rectangular,South,0.3,15,54.54,Steel,0.22,19,1,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
358,U-Shape,East,0.44,10,246.03,Steel,0.39,20,1,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
359,L-Shape,East,0.44,18,125.15,Steel,0.39,22,1,0,Split AC,Heat Pump,0,1,"Oven, Dishwasher"
360,U-Shape,South,0.51,10,184.54,Concrete,0.37,19,0,1,VRF,Heat Pump,1,2,"TV, Fridge"
361,U-Shape,North,0.4,15,339.56,Steel,0.24,22,0,0,Split AC,Heat Pump,0,1,"Oven, Dishwasher"
362,U-Shape,South,0.56,15,171.85,Steel,0.26,21,0,1,Split AC,Heat Pump,1,0,"Microwave, Washer"
363,U-Shape,South,0.55,18,295.76,Steel,0.4,20,0,0,VRF,Heat Pump,0,1,"Microwave, Washer"
364,Rectangular,South,0.51,15,62.08,Steel,0.22,20,1,1,Package AC,Gas Heating,0,0,"Oven, Dishwasher"
365,L-Shape,West,0.56,18,320.86,Wood,0.26,20,0,1,Package AC,Gas Heating,1,0,"Microwave, Washer"
366,Rectangular,South,0.57,12,208.85,Concrete,0.38,19,0,1,Split AC,Gas Heating,1,0,"TV, Fridge"
367,Rectangular,South,0.55,12,50.71,Concrete,0.23,19,1,1,Package AC,Gas Heating,0,2,"TV, Fridge"
368,Rectangular,East,0.53,15,99.05,Steel,0.3,19,0,1,VRF,Heat Pump,1,0,"Oven, Dishwasher"
369,Rectangular,East,0.49,15,175.56,Steel,0.39,19,1,0,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
370,Rectangular,North,0.47,15,254.44,Steel,0.23,22,0,1,VRF,Heat Pump,0,0,"TV, Fridge"
371,L-Shape,East,0.54,12,321.92,Wood,0.31,20,1,0,Split AC,Heat Pump,0,1,"Microwave, Washer"
372,U-Shape,South,0.53,15,253.76,Concrete,0.36,21,0,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
373,U-Shape,East,0.4,15,348.6,Concrete,0.23,19,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
374,Rectangular,East,0.49,15,314.12,Concrete,0.36,22,1,0,Package AC,Heat Pump,1,1,"Microwave, Washer"
375,L-Shape,West,0.51,15,60.95,Wood,0.3,20,0,1,Package AC,Gas Heating,1,0,"Microwave, Washer"
376,Rectangular,East,0.35,12,50.71,Steel,0.4,22,1,0,VRF,Gas Heating,1,2,"Microwave, Washer"
377,L-Shape,South,0.47,10,181.08,Concrete,0.34,19,0,1,Split AC,Gas Heating,1,2,"TV, Fridge"
378,L-Shape,North,0.52,15,50.71,Concrete,0.37,21,1,1,Split AC,Gas Heating,0,1,"Microwave, Washer"
379,L-Shape,North,0.57,12,67.11,Wood,0.22,21,1,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
380,Rectangular,South,0.31,18,348.6,Steel,0.22,19,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
381,Rectangular,South,0.3,15,154.67,Wood,0.31,19,0,1,VRF,Heat Pump,1,1,"TV, Fridge"
382,L-Shape,West,0.58,10,144.17,Concrete,0.35,22,0,1,Package AC,Gas Heating,1,0,"Microwave, Washer"
383,L-Shape,West,0.5,18,72.46,Steel,0.29,20,0,1,Split AC,Heat Pump,1,1,"Microwave, Washer"
384,Rectangular,East,0.44,12,57.12,Concrete,0.23,21,1,0,Package AC,Gas Heating,1,1,"TV, Fridge"
385,U-Shape,North,0.48,12,133.68,Steel,0.36,20,0,1,Split AC,Heat Pump,0,1,"Oven, Dishwasher"
386,Rectangular,East,0.53,10,192.11,Wood,0.25,22,0,1,Split AC,Heat Pump,0,1,"Oven, Dishwasher"
387,U-Shape,North,0.57,15,87.36,Steel,0.22,19,0,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
388,L-Shape,South,0.55,15,214.81,Concrete,0.38,22,1,0,Package AC,Heat Pump,1,2,"Microwave, Washer"
389,U-Shape,South,0.52,15,125.76,Steel,0.33,21,0,1,Package AC,Heat Pump,0,0,"Microwave, Washer"
390,Rectangular,South,0.39,15,277.44,Concrete,0.37,19,0,1,VRF,Gas Heating,1,0,"TV, Fridge"
391,U-Shape,North,0.52,15,103.08,Steel,0.33,21,0,0,Split AC,Heat Pump,0,1,"Oven, Dishwasher"
392,U-Shape,South,0.59,15,331.61,Steel,0.35,19,0,1,Package AC,Gas Heating,1,2,"Oven, Dishwasher"
393,L-Shape,South,0.53,15,184.45,Concrete,0.39,19,0,1,Package AC,Heat Pump,1,0,"Microwave, Washer"
394,L-Shape,East,0.4,12,245.28,Concrete,0.25,21,1,0,Split AC,Heat Pump,0,1,"Microwave, Washer"
395,Rectangular,South,0.33,15,167.71,Concrete,0.38,21,0,1,Split AC,Gas Heating,1,1,"TV, Fridge"
396,U-Shape,North,0.53,12,66.84,Steel,0.36,22,0,0,VRF,Gas Heating,1,1,"Oven, Dishwasher"
397,Rectangular,East,0.49,18,66.97,Wood,0.28,19,1,0,Split AC,Gas Heating,0,1,"Oven, Dishwasher"
398,Rectangular,South,0.45,15,264.58,Concrete,0.25,19,1,1,Package AC,Gas Heating,1,2,"TV, Fridge"
399,Rectangular,East,0.38,10,348.6,Concrete,0.34,19,0,1,Package AC,Heat Pump,1,0,"Oven, Dishwasher"
400,Rectangular,East,0.45,18,50.71,Steel,0.32,20,1,0,Package AC,Gas Heating,0,2,"TV, Fridge"
401,L-Shape,North,0.53,10,153.1,Steel,0.31,20,0,1,Package AC,Heat Pump,1,2,"TV, Fridge"
402,U-Shape,South,0.51,12,246.11,Concrete,0.33,19,0,1,VRF,Heat Pump,1,1,"Microwave, Washer"
403,Rectangular,East,0.35,10,215.99,Steel,0.34,22,0,1,Split AC,Gas Heating,0,2,"TV, Fridge"
404,Rectangular,East,0.44,12,134.83,Concrete,0.34,19,1,1,Package AC,Gas Heating,1,0,"Microwave, Washer"
405,U-Shape,East,0.58,15,230.78,Steel,0.32,21,1,1,Package AC,Heat Pump,1,2,"Microwave, Washer"
406,L-Shape,South,0.53,15,264.5,Steel,0.39,22,0,1,Split AC,Heat Pump,0,1,"TV, Fridge"
407,Rectangular,East,0.45,12,50.71,Steel,0.25,19,1,1,Package AC,Heat Pump,1,2,"Microwave, Washer"
408,U-Shape,East,0.48,18,230.53,Steel,0.32,22,0,1,Package AC,Heat Pump,0,1,"Oven, Dishwasher"
409,L-Shape,North,0.53,15,295.78,Concrete,0.31,21,0,1,VRF,Gas Heating,1,2,"TV, Fridge"
410,Rectangular,West,0.3,10,212.94,Concrete,0.28,19,0,0,VRF,Heat Pump,1,2,"Oven, Dishwasher"
411,U-Shape,West,0.54,18,50.71,Steel,0.2,21,0,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
412,Rectangular,South,0.33,10,222.43,Concrete,0.36,22,1,0,Split AC,Heat Pump,1,0,"Oven, Dishwasher"
413,Rectangular,East,0.46,15,284.14,Wood,0.26,20,0,1,Split AC,Gas Heating,1,2,"Oven, Dishwasher"
414,L-Shape,North,0.47,18,192.61,Concrete,0.34,22,0,0,Package AC,Heat Pump,1,0,"Microwave, Washer"
415,Rectangular,East,0.55,10,249.1,Wood,0.22,22,0,0,Package AC,Heat Pump,0,0,"TV, Fridge"
416,Rectangular,South,0.37,15,106.43,Steel,0.22,19,1,1,Package AC,Heat Pump,0,2,"Microwave, Washer"
417,Rectangular,North,0.43,12,58.68,Wood,0.26,21,1,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
418,Rectangular,East,0.37,15,302.14,Steel,0.27,22,1,0,Package AC,Gas Heating,1,0,"Microwave, Washer"
419,U-Shape,West,0.51,10,273.09,Steel,0.4,22,1,1,Split AC,Heat Pump,0,2,"Microwave, Washer"
420,U-Shape,West,0.49,18,215.53,Wood,0.29,20,0,0,Package AC,Gas Heating,0,1,"Oven, Dishwasher"
421,L-Shape,East,0.49,18,120.49,Wood,0.29,19,1,0,VRF,Gas Heating,0,1,"Oven, Dishwasher"
422,U-Shape,East,0.42,10,254.04,Steel,0.37,21,0,1,VRF,Gas Heating,1,0,"Oven, Dishwasher"
423,L-Shape,East,0.32,12,50.71,Steel,0.24,21,1,0,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
424,U-Shape,West,0.38,15,339.75,Steel,0.29,19,0,1,Package AC,Gas Heating,1,2,"Microwave, Washer"
425,Rectangular,North,0.47,12,232.96,Steel,0.29,19,0,1,VRF,Heat Pump,1,2,"Oven, Dishwasher"
426,L-Shape,North,0.45,15,178.27,Steel,0.34,21,0,0,VRF,Heat Pump,1,2,"Oven, Dishwasher"
427,Rectangular,South,0.6,10,338.74,Steel,0.33,21,1,1,Split AC,Gas Heating,0,0,"Microwave, Washer"
428,U-Shape,West,0.34,15,96.86,Concrete,0.35,20,0,1,Split AC,Heat Pump,1,1,"Microwave, Washer"
429,Rectangular,South,0.52,15,199.89,Concrete,0.25,19,1,1,Package AC,Heat Pump,1,2,"TV, Fridge"
430,L-Shape,South,0.58,15,118.62,Steel,0.25,21,1,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
431,Rectangular,West,0.53,18,129.54,Steel,0.26,21,1,0,Split AC,Gas Heating,1,2,"Oven, Dishwasher"
432,L-Shape,West,0.42,18,157.81,Steel,0.36,19,1,0,VRF,Gas Heating,1,1,"Microwave, Washer"
433,Rectangular,South,0.36,15,50.71,Wood,0.32,20,1,0,Package AC,Gas Heating,0,2,"Microwave, Washer"
434,Rectangular,South,0.46,10,98.11,Steel,0.33,22,0,1,Split AC,Gas Heating,0,0,"Oven, Dishwasher"
435,Rectangular,South,0.49,12,50.71,Concrete,0.24,22,1,1,VRF,Heat Pump,1,0,"Microwave, Washer"
436,Rectangular,East,0.6,12,178.72,Steel,0.22,22,1,1,Split AC,Heat Pump,1,0,"Oven, Dishwasher"
437,U-Shape,North,0.55,10,253.76,Steel,0.26,22,0,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
438,Rectangular,East,0.33,15,196.44,Steel,0.32,20,1,1,Package AC,Gas Heating,0,0,"TV, Fridge"
439,U-Shape,West,0.57,15,339.91,Steel,0.28,22,0,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
440,Rectangular,West,0.46,18,204.36,Wood,0.27,20,1,0,Split AC,Gas Heating,1,2,"Microwave, Washer"
441,Rectangular,North,0.48,10,233.05,Steel,0.2,20,0,1,Package AC,Heat Pump,0,0,"Oven, Dishwasher"
442,Rectangular,West,0.54,10,291.72,Steel,0.3,21,0,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
443,U-Shape,South,0.44,15,71.2,Concrete,0.32,22,0,1,VRF,Heat Pump,1,2,"Microwave, Washer"
444,Rectangular,South,0.55,10,218.25,Steel,0.27,21,0,1,Split AC,Gas Heating,0,2,"Oven, Dishwasher"
445,L-Shape,East,0.44,12,54.63,Steel,0.24,22,1,0,Package AC,Gas Heating,0,2,"Oven, Dishwasher"
446,U-Shape,North,0.5,15,284.22,Steel,0.29,20,0,0,Split AC,Heat Pump,1,1,"Microwave, Washer"
447,Rectangular,East,0.49,15,180.48,Steel,0.36,21,1,1,Package AC,Heat Pump,1,2,"TV, Fridge"
448,U-Shape,North,0.5,12,69.47,Concrete,0.34,21,1,0,Package AC,Gas Heating,0,1,"Microwave, Washer"
