,building_type,sqft,yearbuilt,numberoffloors,airTemperature,humidity,power_consumption
297,Fire Station,283.0,1928.0,5.0,15.832057171683179,61.3903386462967,4.412099459768754
298,Sports Facility,8477.0,1915.0,1.0,11.217266904175005,45.88334734947638,27.32995980703865
299,Office,16963.0,1911.0,3.0,10.011648769028003,63.9826609095023,47.51135620037121
300,Athletic Field,283.0,1915.0,1.0,22.523402396614028,71.80153650402593,0.0197319881440948
301,"Community Center, Community Centers",283.0,1997.0,1.0,22.76330793150898,70.96286349617233,43.64434159624405
302,Greenhouse,2577.0,1989.0,5.0,10.318730154622601,25.5083874959562,20.896997664419537
303,Public Service,21189.0,1917.0,5.0,13.118113966530206,62.6416798548397,0.0197319881440948
304,Athletic,69263.0,1959.0,27.0,13.179643295999167,62.87458880733198,426.4788415782407
305,Gymnasium,59058.0,1993.0,2.0,12.375743775812037,80.57034046741055,93.44699290629835
306,Dormitory,93299.0,2009.0,9.0,21.606661752373565,71.19508685534221,18.28956562920652
307,Other - Recreation,7538.0,1978.0,21.0,15.982114857141777,62.150109624979,31.31851249782863
308,Other - Lodging/Residential,2893.0,1900.0,11.0,15.711543231352946,60.49014485969634,0.0197319881440948
309,K-12 School,148064.0,1915.0,8.0,15.771467139350282,61.18934437246072,65.35830959587572
310,Ice arena,5970.0,1934.0,1.0,9.156222916404515,71.39914903546779,121.528621342656
311,Hotel,45141.0,1907.0,3.0,11.95546997056609,45.90194195519598,0.0197319881440948
312,Sports Facility,150534.0,1931.0,1.0,10.280652723782666,47.23652768008957,16.32316309515957
313,College Laboratory,89632.0,1979.0,12.0,24.083381257133574,25.5083874959562,54.78190300558086
314,Residence Hall,13644.0,2013.0,9.0,23.200621975009458,70.35329042038086,24.008605120225717
315,Community Center,6867.0,1975.0,2.0,13.123289489216035,83.62342245915484,0.0197319881440948
316,Other - Recreation,14879.0,1959.0,14.0,15.845033675340812,61.36369263111181,0.0197319881440948
317,Gymnasium,167405.0,1971.0,3.0,10.523494329390788,84.17497873648375,83.57471542228089
318,Primary/Secondary Classroom,20199.0,1966.0,1.0,10.72222459258711,84.17497873648375,21.619347947246897
319,Housing,72148.0,1999.0,7.0,11.534471567694165,62.66173284354345,27.805646665166215
320,Hospital,73301.0,1980.0,3.0,10.598185412717907,71.40651597149224,83.61475086414212
321,Fire Station,4463.0,1953.0,20.0,15.665574793727739,61.69757877299557,98.14534262959725
322,Science Facility,127421.0,1916.0,8.0,11.054850474003073,71.67391849166249,193.90425170992194
323,Hospital (General Medical & Surgical),56764.0,1976.0,23.0,15.461402245636924,61.34933135023244,200.57749250971744
324,Dormitory,23069.0,1982.0,7.0,9.991579258953076,83.01574003205963,11.974992157428748
325,Park,283.0,1915.0,1.0,22.95079960548295,71.84828615927321,0.0197319881440948
326,Housing,100567.0,1930.0,8.0,11.831458832690492,63.13938761523158,105.36866905221252
327,Community Center,283.0,1980.0,1.0,13.100710558056779,83.09062238922203,0.0197319881440948
328,K-12 School,89405.0,2002.0,10.0,15.829929030845053,62.30993967927482,28.09036203085786
329,Other/Specialty Hospital,85472.0,1907.0,20.0,21.06096035695189,62.8425164939319,237.69032787484366
330,Other - Entertainment/Public Assembly,283.0,1957.0,3.0,15.435810517898114,83.40931375347989,0.0197319881440948
331,Library,77012.0,1944.0,12.0,12.424907325512748,63.38062016230062,150.6405559194631
332,Central Plant,19132.0,1935.0,6.0,10.062505890221464,62.83978458513398,185.9564909932476
333,Lodging/residential,46456.0,2009.0,2.0,15.065299667253186,71.11227194420813,39.845405826569774
334,Parking Garage,387713.0,2010.0,13.0,23.7584234587437,70.79755116368942,262.93437950291445
335,Hospital,48187.0,1967.0,5.0,15.56458476332203,73.58793992823279,119.26770652575081
336,Parking,10583.0,1900.0,1.0,15.13468615694359,70.55536669474354,0.0197319881440948
337,Other - Recreation,2137.0,1927.0,7.0,15.756886553943202,61.25507889635166,1.6341646973310553
338,Dormitory,5644.0,1914.0,3.0,24.47926789939092,25.5083874959562,0.0197319881440948
339,Social/Meeting Hall,20370.0,1915.0,8.0,15.631843671147738,61.29368488092834,0.0197319881440948
340,Museum,39668.0,2006.0,6.0,10.051554237650494,63.29839780882455,94.21891984402538
341,Auditorium,123611.0,1977.0,13.0,23.266171891317924,77.2376203726664,142.88721579801393
342,Animal Shelter,9834.0,1968.0,1.0,10.008257944737217,84.03079003110025,0.0197319881440948
343,Social/Meeting Hall,16032.0,1913.0,5.0,15.786837231727889,61.79574611641125,51.511775828473255
344,Hospital,60951.0,1979.0,3.0,11.390348224372385,84.17497873648375,27.120219326387314
345,Dormitory,55772.0,1979.0,6.0,24.412673774129477,27.59674016272143,5.539519820144111
346,Theater,137934.0,1931.0,11.0,9.59372238167615,78.18873917209005,13.755776418394824
347,Warehouse,874.0,1983.0,5.0,22.389518975024167,72.99784680100284,12.114061479637442
348,Fire Station,1406.0,1980.0,11.0,15.616774059236693,62.01406179022361,49.53928597391973
349,Office,54635.0,1921.0,5.0,9.970177869871534,63.38903631061019,130.3041618717711
350,Office,26149.0,1920.0,18.0,22.9016192455249,63.52646820153206,25.497911976494578
351,Museum,127478.0,1975.0,7.0,10.085813509658713,71.64764848327488,186.64234524850514
352,"Park, Community Centers",283.0,1925.0,1.0,11.90238793199013,70.32632363952652,24.578198235158748
353,Science Facility,101108.0,1978.0,1.0,12.274785124798877,84.12612667386387,328.38896293190237
354,Park,4532.0,1919.0,8.0,23.311526654420323,25.5083874959562,0.0197319881440948
355,Athletic Field,7304.0,1904.0,2.0,22.033837782029813,71.77871526110034,0.0197319881440948
356,Community Center,283.0,1971.0,1.0,12.017574695571705,82.97633514455059,0.0197319881440948
357,Residence Hall	,61048.0,1983.0,4.0,24.3061395930693,70.7221651370473,31.106637592296615
358,Parking Garage,13940.0,2008.0,25.0,25.075584311937067,25.5083874959562,0.0197319881440948
359,Fitness Center,29401.0,1924.0,7.0,25.075584311937067,25.5083874959562,19.61377610087682
360,Sports Arena,20738.0,1905.0,13.0,9.306439746495185,63.89416709375335,91.69452124341063
361,Conference Center,94959.0,1975.0,8.0,21.963769240363415,63.2229052586428,101.41256435342106
362,Gymnasium,151332.0,1916.0,7.0,9.621988094107298,62.35565858269822,430.19478055674483
363,Warehouse (Conditioned),25231.0,1972.0,2.0,10.032909290293357,84.17497873648375,43.68488573095364
364,Stadium,229513.0,2008.0,12.0,25.075584311937067,25.5083874959562,193.60181429927854
365,Student Union,349281.0,1961.0,26.0,23.81671941113094,29.39671821095469,87.97965561593024
366,K-12 School,54306.0,1918.0,7.0,15.667244963335676,63.42037271069886,141.53780702199947
367,"Fire Station, Fire Stations",5867.0,1908.0,1.0,23.021515084489053,70.79512708375239,0.0197319881440948
368,Warehouse (Unconditioned),12281.0,1910.0,3.0,12.043334337921129,62.96074827746419,37.25488643183268
369,College Classroom,39680.0,1980.0,6.0,24.279815252757132,27.44600923316475,39.22156273029374
370,Ice arena,149010.0,1966.0,6.0,22.235206013430012,70.98115274665358,91.20392275226247
371,Dormitory,120750.0,2005.0,15.0,22.42871984168318,62.74696752317889,187.38178081645026
372,Fire Station,18380.0,1912.0,11.0,15.729649649158423,61.70877882378503,0.0197319881440948
373,Fire Station,5082.0,1980.0,3.0,15.375818554885795,61.55036438816784,12.993170766061795
374,Education,283.0,1956.0,3.0,15.137790566374468,71.00796148268587,23.557487868224822
375,Central Plant,169361.0,1901.0,7.0,9.46588938392522,63.56929997083372,1602.8691128839932
376,Central Plant,24153.0,1925.0,7.0,15.55807650938152,62.10141170940553,143.49558307873417
377,Museum,139381.0,2007.0,9.0,23.909925363364458,62.50983272817111,121.2843710860388
378,Retail,53267.0,1988.0,3.0,23.76533830101083,25.5083874959562,64.33255486174616
379,Public Service,52686.0,1947.0,5.0,12.39676858698797,62.90221036197683,23.808563962758317
380,College Classroom,87502.0,1960.0,15.0,21.503536799542946,63.04206390664763,287.31363191517676
381,Education,283.0,1974.0,2.0,15.070896367212214,71.98846642475574,12.888240241312062
382,Office,116992.0,1976.0,7.0,10.146001579286109,72.39381768099442,128.15395703810114
383,Lodging/residential,141374.0,1921.0,3.0,14.912813736722017,70.5542692329928,14.388970257001484
384,Fitness Center,20210.0,1923.0,20.0,25.04282689508082,25.5083874959562,29.324783806060083
385,Prison/Incarceration,2797.0,1977.0,2.0,15.825812234538319,70.77335691123398,111.91679894448565
386,K-12 School,62049.0,1939.0,6.0,15.44360421454718,61.98700327523207,128.34391976582944
387,"Office, Fire Stations",283.0,1913.0,1.0,22.2997824328617,70.18050167639235,0.0197319881440948
388,Education,2187.0,1986.0,5.0,15.204014964875917,71.2000805443321,47.355199478485254
389,Academic,84185.0,1993.0,4.0,24.92345264011693,25.5083874959562,27.432644901063085
390,Housing,72855.0,1909.0,7.0,13.378938855051937,63.38314736820285,144.67398093647023
391,Religious building,33033.0,1978.0,7.0,21.76442508514723,71.66016590076278,0.0197319881440948
392,Technology/science,44396.0,1922.0,3.0,15.329448860334466,71.39215981085529,21.36766844594313
393,Parking,92534.0,1934.0,4.0,15.506778977639053,70.34270112171899,2.9639637132465992
394,Theater,283.0,1927.0,4.0,11.650688820882065,84.17497873648375,4.521590224621978
395,Primary/Secondary Classroom,14668.0,1903.0,6.0,10.61963626303418,84.17497873648375,0.0197319881440948
396,Student Center,36226.0,1984.0,6.0,10.015799726239335,70.72691407358491,73.6225379933116
397,Retail,13637.0,1903.0,9.0,15.382502479663232,61.98633987568097,0.0197319881440948
398,Police Station,45524.0,1980.0,10.0,16.03903821727114,61.75807936106929,37.044602629909775
399,Auditorium,21154.0,1970.0,7.0,10.704085335555522,84.17497873648375,34.69217575238632
400,"Community Center, Community Centers",9936.0,1930.0,6.0,22.735649252262252,72.13558479414151,104.10190310924611
401,Other,14284.0,1910.0,1.0,22.994577279783694,71.24487388200772,6.422455808050046
402,Classroom,124959.0,2015.0,11.0,22.31251212788326,71.84678066527594,249.738581120886
403,"Fire Station, Fire Stations",17491.0,1973.0,2.0,21.742593005207254,71.4457449241021,19.541143026636366
404,Residence Hall/Dormitory,106699.0,1939.0,5.0,11.791232986690538,43.42165139888912,60.030304341794306
405,Fitness Center,15808.0,1997.0,11.0,25.075584311937067,25.5083874959562,69.9325164151933
406,Non-Refrigerated Warehouse,22758.0,1987.0,6.0,15.481822840312242,61.85228423112894,63.16225624376614
407,Classroom,114099.0,2009.0,7.0,23.193724840038513,70.92154137920863,272.3078592284978
408,Fitness Center,25353.0,1907.0,8.0,24.79569881590268,25.66642733666379,46.148225429488704
409,Academic,124511.0,1948.0,1.0,10.69199293276504,80.91396526206013,10.870158486276502
410,College Classroom,5152.0,1967.0,6.0,9.96061844374668,71.2719278775573,39.51062719997225
411,Hospital (General Medical & Surgical),739946.0,1913.0,22.0,15.713533090764324,60.69448543552443,455.849086921311
412,Stadium,27464.0,1999.0,14.0,23.107470271949605,71.54302137983063,41.78336236289222
413,Animal Shelter,24996.0,1913.0,6.0,9.990239088803996,64.52544194657261,60.37593138483177
414,Parking: Open Air Ramp,228429.0,1915.0,21.0,9.666233286242251,63.09802162677575,235.2677409645612
415,Research,45770.0,1999.0,25.0,13.172635706895269,62.93084853180168,142.3553346549777
416,Recreation Center,76292.0,1952.0,5.0,21.62062866367543,71.5413638616183,3.4977038154646607
417,Planetarium,5424.0,1908.0,10.0,24.538604379144555,27.35599522695186,27.15352164230427
418,K-12 School,67304.0,1962.0,6.0,15.64117892514337,62.72046447283776,124.3431799061707
419,Social/Meeting Hall,5039.0,1920.0,5.0,15.60460428860574,70.08810318798733,18.87058372068173
420,Dormitory,172822.0,1966.0,9.0,9.271103093159217,63.11228475268777,137.8660780072578
421,Dormitory,31891.0,1966.0,5.0,24.140991020307347,27.017311378873,42.236603138084675
422,Dining,42246.0,1986.0,8.0,25.075584311937067,25.5083874959562,47.473011064890514
423,Parking: Enclosed Garage,35385.0,1925.0,8.0,10.18401704281274,25.5083874959562,3.4697273424613364
424,Residence Hall/Dormitory,29265.0,1962.0,3.0,12.344983867359755,44.28504454555138,32.32303776259261
425,Athletic Field,14953.0,1950.0,6.0,10.374475112394338,84.17497873648375,3.138452900364385
426,Park,44015.0,1978.0,6.0,23.599265849046198,70.51965861486512,0.0197319881440948
427,Primary/Secondary Classroom,18437.0,1977.0,1.0,11.478670957824557,84.13035555319561,12.772584151845237
428,Other - Entertainment/Public Assembly,283.0,1961.0,1.0,15.370080585142073,61.24117730790274,32.83721120959689
429,Public services,126618.0,1996.0,4.0,15.46041579727807,70.36131584279003,27.38663916629205
430,Primary/Secondary Classroom,12180.0,1968.0,2.0,10.263640327674844,84.17497873648375,34.59817492698157
431,Sports Facility,68399.0,1978.0,6.0,21.698168446266166,71.15753989230063,56.902048634432674
432,Classroom,94710.0,1997.0,5.0,23.160337371496645,71.64903188496352,43.742896785322785
433,Conference Center,35471.0,1997.0,18.0,15.1506041722755,63.55906212323148,49.4459195580377
434,Academic,221012.0,1974.0,2.0,11.156738561669238,41.71660098695624,213.07099647008135
435,K-12 School,67102.0,1998.0,18.0,15.60626891685209,62.63872146056729,109.6282915808372
436,Maintenance Repair Shop,77212.0,1949.0,14.0,8.912305796199785,64.66481332274799,142.80528084092705
437,Utility,32900.0,1943.0,1.0,9.556906020548363,72.19979850334524,35.03239866451356
438,K-12 School,4755.0,1978.0,10.0,15.69113469222956,61.43240729629056,112.87624475245597
439,Bar/Tavern,321.0,1977.0,6.0,24.879836085392288,25.7915235049743,1.533773411579073
440,"Community Center, Community Centers",283.0,1961.0,1.0,22.618870237878642,70.97690821874527,0.0197319881440948
441,Other - Lodging/Residential,3798.0,1933.0,12.0,15.80508384436916,61.57674389127832,33.72190716516776
442,Stadium,319542.0,1998.0,13.0,22.493839373305107,70.99197020609505,128.68123572332553
443,Athletic,191381.0,1978.0,18.0,13.974150476852705,61.98458012782059,84.37740248315293
444,Classroom,35459.0,2002.0,8.0,23.08741779447036,71.51724540347065,151.64199646923674
445,Park,283.0,1916.0,1.0,21.13911519376971,70.49121316049519,0.0197319881440948
446,Fire Station,60094.0,2011.0,6.0,15.503174613504935,61.40905914575522,0.0197319881440948
447,Sports Arena,16752.0,1915.0,2.0,11.043508713386393,63.08254116588818,9.965168337185858
448,Dormitory,486498.0,1977.0,8.0,10.205313576688038,63.04910648999194,67.88573689435293
449,Other - Public Services,30401.0,1975.0,17.0,15.675873029947695,61.28468115422362,103.18868244424989
450,Non-Refrigerated Warehouse,9918.0,1984.0,2.0,15.472288629399094,61.77430807576598,36.16882549909331
451,Parking,5548.0,1969.0,1.0,15.006800819015165,69.82159061309167,1.8435967242418378
452,Sports Facility,31891.0,1972.0,5.0,11.502384427290439,61.86962423076037,535.2405008875146
453,Fire Station,17703.0,1923.0,8.0,15.57819152564511,60.94461871770925,0.0197319881440948
454,Sports Arena,17667.0,1997.0,11.0,25.075584311937067,62.8714386018942,32.2402512162566
455,Other - Entertainment/Public Assembly,283.0,1917.0,6.0,24.79834015470789,70.88978820026227,8.11212827184315
456,Entertainment/public assembly,938.0,1908.0,5.0,14.975502219804367,71.13533968976246,39.418400094076596
457,Hospital (General Medical & Surgical),211590.0,1955.0,9.0,15.33237450576295,61.53170882746671,290.95314217365967
458,Classroom,97556.0,2005.0,6.0,22.783379273141943,71.04251964219164,174.1902846334346
459,K-12 School,72331.0,1959.0,14.0,15.691444954731132,62.17983905754778,121.0022379045782
460,Community Center,2587.0,1972.0,1.0,11.851021325859968,84.17497873648375,14.41072140223195
461,Non-Refrigerated Warehouse,5278.0,1926.0,2.0,15.296492668417882,60.78463408712155,29.743002654243945
462,Primary/Secondary Classroom,15702.0,1984.0,2.0,12.528716584540208,84.17497873648375,37.27027349198451
463,Office,62449.0,1972.0,9.0,10.117075824385928,62.72023107028314,92.97917116691042
464,Services Plant,69057.0,1974.0,2.0,9.228289461433654,71.55900803595564,55.48576706508079
465,Sports Facility,283.0,1921.0,1.0,22.9788003562735,42.25763314129197,22.511588175035037
466,Theater,15040.0,1918.0,6.0,10.306719569739956,64.52433549825945,53.52560671660524
467,Parking Garage,26545.0,1999.0,10.0,25.075584311937067,25.5083874959562,0.0197319881440948
468,K-12 School,15911.0,1996.0,6.0,15.464642216873825,61.62629707091334,70.62779218425793
469,Dormitory,22025.0,1975.0,4.0,24.72161337492458,26.05012006539344,9.65726812577726
470,Chapel,7849.0,1913.0,3.0,10.798118968767463,62.6179678285481,0.0197319881440948
471,Residence Hall,46093.0,2017.0,6.0,22.076876756230774,71.69997213157043,147.70907470776703
472,Restaurant,26980.0,1919.0,10.0,15.492866128990887,61.98774146460069,0.03402144738553048
473,Office,15555.0,1911.0,22.0,9.043619539598621,63.77275238646083,265.6917797767002
474,Planetarium,11354.0,1965.0,2.0,22.249749059658395,71.26600813326353,81.15610888406354
475,Health Services,30005.0,1968.0,11.0,23.106450168226793,61.93312402210108,0.0197319881440948
476,"Office, Fire Stations",283.0,1921.0,2.0,22.49272451835061,70.57061311179756,0.0197319881440948
477,Residence Hall,71992.0,2006.0,10.0,22.708925933950884,70.41615321117071,0.0197319881440948
478,Social/Meeting Hall,283.0,1919.0,5.0,15.709418573349263,61.05430234161357,31.87771756581538
479,Theater,2311.0,1915.0,3.0,22.784552044692756,72.19550206131436,0.0197319881440948
480,Student Union,115804.0,1982.0,16.0,21.151410059786947,63.32828535624292,445.3977405500747
481,K-12 School,72260.0,1945.0,7.0,15.9423257955279,62.09851062554251,22.408423993285915
482,Library,31181.0,1916.0,6.0,15.606733359274665,61.35515158416263,46.6474321855634
