Building Area(m2),Building_height(m),Building Type,Temperature(degree C),Relative Humidity(%),Solar Radiation(W/m2),Energy Consumption(KW/m2/yr)
330.0,6.0,Single house,16.0,90,5.2,120.0
530.0,9.0,Single house,17.0,96,19.2,180.0
550.0,12.0,Single house,21.0,50,13.9,180.0
390.0,9.0,Duplex,21.0,89,12.9,140.0
560.0,12.0,Single house,21.0,51,28.5,180.0
390.0,9.0,Single house,22.0,84,10.5,140.0
760.0,6.0,Single house,23.0,94,8.5,230.0
280.0,9.0,Apartment,20.0,80,11.5,110.0
280.0,9.0,Single house,21.0,63,10.4,110.0
480.0,9.0,Townhouse,22.0,72,17.1,160.0
610.0,9.0,Single house,22.0,76,15.8,190.0
330.0,9.0,Duplex,26.0,77,24.4,120.0
270.0,9.0,Single house,27.0,76,18.3,110.0
440.0,12.0,Single house,23.0,77,17.4,150.0
660.0,12.0,Single house,21.0,81,16.4,210.0
510.0,12.0,Apartment,22.0,64,27.3,170.0
580.0,12.0,Single house,21.0,76,11.2,190.0
570.0,12.0,Single house,20.0,98,6.8,190.0
470.0,9.0,Apartment,22.0,74,9.0,160.0
590.0,9.0,Single house,21.0,73,10.9,190.0
190.0,9.0,Single house,17.0,92,6.4,90.0
300.0,6.0,Single house,21.0,47,9.3,110.0
480.0,6.0,Single house,23.0,93,11.4,160.0
500.0,6.0,Apartment,22.0,71,20.8,170.0
600.0,9.0,Single house,18.0,81,29.2,190.0
330.0,12.0,Single house,22.0,80,25.4,120.0
470.0,12.0,Apartment,22.0,90,20.4,160.0
700.0,9.0,Single house,22.0,75,22.2,220.0
430.0,9.0,Apartment,20.0,70,20.9,150.0
610.0,12.0,Townhouse,24.0,95,19.5,200.0
660.0,9.0,Single house,23.0,50,8.8,210.0
860.0,12.0,Single house,20.0,79,15.5,260.0
730.0,9.0,Single house,22.0,62,17.7,220.0
380.0,6.0,Single house,20.0,69,4.7,130.0
290.0,6.0,Duplex,21.0,100,16.8,110.0
680.0,9.0,Single house,22.0,78,9.0,210.0
350.0,12.0,Single house,21.0,81,17.0,130.0
400.0,12.0,Apartment,22.0,57,13.8,140.0
540.0,6.0,Single house,24.0,70,5.7,180.0
320.0,3.0,Single house,24.0,81,14.7,120.0
550.0,9.0,Single house,25.0,83,30.9,180.0
490.0,6.0,Single house,25.0,86,21.1,170.0
390.0,12.0,Single house,23.0,79,9.0,140.0
700.0,9.0,Single house,23.0,85,21.7,220.0
730.0,12.0,Single house,24.0,84,16.3,230.0
490.0,6.0,Single house,24.0,56,5.4,160.0
590.0,12.0,Single house,26.0,79,23.9,190.0
700.0,9.0,Apartment,12.0,88,18.4,220.0
570.0,6.0,Single house,19.0,86,10.7,180.0
590.0,6.0,Single house,21.0,74,13.9,190.0
710.0,9.0,Apartment,21.0,69,30.2,220.0
380.0,6.0,Apartment,21.0,65,9.9,130.0
280.0,6.0,Single house,22.0,77,11.0,110.0
280.0,6.0,Duplex,23.0,93,15.1,110.0
370.0,9.0,Single house,23.0,55,3.8,130.0
400.0,9.0,Single house,20.0,71,14.1,140.0
700.0,6.0,Single house,21.0,65,21.4,220.0
620.0,9.0,Single house,21.0,88,10.2,200.0
830.0,6.0,Single house,22.0,72,28.4,250.0
460.0,9.0,Single house,22.0,73,18.9,160.0
610.0,9.0,Single house,25.0,76,13.3,200.0
690.0,12.0,Single house,27.0,84,18.6,220.0
510.0,9.0,Townhouse,25.0,74,12.8,170.0
510.0,6.0,Single house,22.0,41,7.0,170.0
480.0,6.0,Single house,22.0,85,29.8,160.0
510.0,6.0,Single house,23.0,84,26.8,170.0
360.0,9.0,Duplex,22.0,76,25.3,130.0
350.0,9.0,Single house,23.0,65,16.3,130.0
730.0,9.0,Duplex,22.0,83,15.1,230.0
560.0,9.0,Single house,22.0,83,24.7,180.0
680.0,12.0,Single house,23.0,73,12.7,210.0
640.0,6.0,Single house,26.0,76,6.7,200.0
600.0,9.0,Apartment,25.0,67,10.9,190.0
720.0,9.0,Single house,23.0,77,21.0,220.0
510.0,9.0,Single house,25.0,60,18.5,170.0
620.0,6.0,Single house,22.0,84,16.6,200.0
250.0,9.0,Single house,23.0,67,5.5,100.0
430.0,12.0,Single house,25.0,82,12.9,150.0
420.0,6.0,Townhouse,26.0,61,17.5,150.0
660.0,12.0,Apartment,25.0,72,19.6,210.0
490.0,6.0,Single house,24.0,77,22.6,160.0
300.0,9.0,Single house,25.0,58,2.8,110.0
530.0,9.0,Single house,28.0,80,9.9,180.0
390.0,9.0,Single house,25.0,74,13.7,140.0
480.0,9.0,Single house,23.0,57,5.5,160.0
760.0,6.0,Single house,25.0,63,25.8,230.0
530.0,9.0,Single house,26.0,86,26.9,180.0
580.0,9.0,Single house,27.0,90,12.2,190.0
360.0,9.0,Apartment,27.0,77,24.6,130.0
600.0,9.0,Townhouse,29.0,84,13.9,190.0
460.0,15.0,Apartment,29.0,82,10.2,160.0
380.0,6.0,Single house,29.0,83,12.0,140.0
610.0,6.0,Single house,28.0,95,26.8,200.0
490.0,9.0,Apartment,24.0,60,9.7,160.0
840.0,6.0,Single house,28.0,87,20.7,260.0
620.0,9.0,Single house,23.0,74,12.7,200.0
560.0,12.0,Single house,24.0,76,9.7,180.0
290.0,6.0,Single house,29.0,75,7.7,110.0
340.0,12.0,Duplex,25.0,74,15.7,130.0
350.0,12.0,Single house,26.0,64,26.7,130.0
640.0,9.0,Single house,28.0,81,33.1,210.0
610.0,9.0,Single house,27.0,99,32.3,200.0
690.0,12.0,Duplex,27.0,78,10.4,220.0
330.0,9.0,Apartment,26.0,79,10.1,120.0
750.0,12.0,Single house,27.0,70,11.3,230.0
580.0,12.0,Single house,28.0,77,10.3,190.0
450.0,9.0,Single house,29.0,85,3.2,160.0
650.0,9.0,Townhouse,26.0,74,8.8,210.0
230.0,9.0,Single house,27.0,73,14.2,100.0
210.0,9.0,Single house,30.0,84,8.3,90.0
360.0,9.0,Single house,27.0,67,11.4,130.0
470.0,9.0,Apartment,30.0,82,5.4,160.0
590.0,6.0,Single house,32.0,89,14.9,190.0
450.0,12.0,Single house,35.0,96,1.7,160.0
760.0,9.0,Apartment,26.0,78,7.7,230.0
650.0,6.0,Single house,26.0,96,31.9,210.0
470.0,9.0,Apartment,25.0,92,12.8,160.0
870.0,9.0,Single house,26.0,66,25.6,260.0
440.0,12.0,Townhouse,27.0,64,15.4,150.0
640.0,9.0,Single house,29.0,75,14.0,200.0
300.0,9.0,Single house,29.0,91,15.1,120.0
390.0,9.0,Single house,29.0,78,6.3,140.0
640.0,9.0,Single house,29.0,71,10.5,200.0
740.0,15.0,Single house,23.0,98,14.9,230.0
360.0,9.0,Single house,25.0,82,7.4,130.0
270.0,9.0,Single house,26.0,50,10.1,110.0
590.0,6.0,Single house,26.0,83,16.5,190.0
590.0,9.0,Single house,25.0,85,17.0,190.0
550.0,9.0,Duplex,29.0,82,19.6,180.0
760.0,6.0,Duplex,26.0,84,7.3,230.0
390.0,12.0,Apartment,23.0,78,9.1,140.0
580.0,9.0,Single house,26.0,63,28.9,190.0
500.0,12.0,Apartment,28.0,74,25.7,170.0
740.0,9.0,Duplex,27.0,67,10.9,230.0
610.0,12.0,Single house,24.0,67,10.7,190.0
630.0,9.0,Single house,25.0,63,17.1,200.0
660.0,12.0,Single house,25.0,84,14.7,210.0
460.0,6.0,Single house,26.0,80,16.9,160.0
540.0,9.0,Apartment,30.0,73,16.5,180.0
650.0,9.0,Single house,30.0,71,20.9,210.0
430.0,12.0,Single house,31.0,78,1.0,150.0
100.0,9.0,Single house,22.0,92,7.3,60.0
450.0,6.0,Single house,22.0,54,16.4,150.0
530.0,12.0,Duplex,23.0,83,24.8,180.0
460.0,9.0,Apartment,27.0,72,22.2,160.0
450.0,9.0,Single house,24.0,56,10.9,150.0
360.0,9.0,Single house,26.0,55,33.7,130.0
710.0,9.0,Single house,28.0,68,6.8,220.0
540.0,6.0,Apartment,28.0,81,26.1,180.0
550.0,12.0,Single house,28.0,84,7.8,180.0
440.0,9.0,Duplex,26.0,67,31.2,150.0
1000.0,6.0,Single house,25.0,91,2.1,300.0
400.0,9.0,Single house,25.0,96,19.5,140.0
520.0,12.0,Single house,26.0,84,33.5,170.0
500.0,9.0,Townhouse,25.0,71,24.9,170.0
500.0,9.0,Single house,26.0,93,18.5,170.0
410.0,9.0,Apartment,22.0,88,27.6,140.0
440.0,9.0,Single house,25.0,89,27.6,150.0
530.0,6.0,Single house,24.0,71,16.6,170.0
470.0,9.0,Single house,25.0,44,15.0,160.0
470.0,3.0,Duplex,25.0,100,7.9,160.0
510.0,9.0,Single house,26.0,59,12.4,170.0
440.0,9.0,Single house,27.0,78,31.0,150.0
670.0,6.0,Duplex,30.0,100,15.6,210.0
600.0,15.0,Duplex,25.0,83,14.8,190.0
580.0,6.0,Townhouse,26.0,90,6.6,190.0
420.0,3.0,Single house,27.0,60,3.9,140.0
400.0,6.0,Single house,27.0,57,15.9,140.0
310.0,9.0,Townhouse,27.0,72,3.5,120.0
690.0,9.0,Single house,28.0,92,4.8,220.0
600.0,9.0,Single house,28.0,75,7.8,190.0
480.0,9.0,Apartment,30.0,69,32.3,160.0
540.0,9.0,Single house,33.0,81,33.2,180.0
550.0,6.0,Single house,29.0,92,4.0,180.0
510.0,12.0,Apartment,29.0,61,10.6,170.0
180.0,12.0,Duplex,28.0,64,18.6,90.0
400.0,9.0,Single house,27.0,69,19.4,140.0
520.0,9.0,Single house,27.0,92,10.3,170.0
200.0,6.0,Apartment,27.0,82,8.2,90.0
450.0,6.0,Townhouse,29.0,100,9.1,160.0
500.0,9.0,Single house,29.0,90,8.8,170.0
680.0,9.0,Single house,30.0,78,16.3,210.0
570.0,9.0,Single house,34.0,94,25.4,190.0
450.0,9.0,Single house,30.0,81,17.9,160.0
600.0,12.0,Apartment,30.0,70,7.5,190.0
510.0,9.0,Single house,31.0,87,18.3,170.0
590.0,6.0,Single house,31.0,70,9.3,190.0
160.0,12.0,Single house,30.0,75,4.0,80.0
540.0,3.0,Single house,27.0,95,12.4,180.0
650.0,3.0,Single house,30.0,78,11.1,210.0
460.0,9.0,Apartment,29.0,69,15.9,160.0
500.0,9.0,Single house,29.0,73,10.6,170.0
530.0,3.0,Apartment,29.0,91,17.0,180.0
780.0,6.0,Single house,29.0,72,19.8,240.0
530.0,6.0,Single house,29.0,74,2.0,170.0
480.0,9.0,Single house,29.0,72,11.5,160.0
530.0,12.0,Townhouse,30.0,81,11.0,180.0
490.0,6.0,Single house,32.0,74,30.8,170.0
470.0,9.0,Single house,33.0,59,6.2,160.0
590.0,9.0,Townhouse,34.0,68,7.2,190.0
210.0,9.0,Duplex,31.0,67,20.4,90.0
610.0,6.0,Single house,25.0,94,6.3,200.0
570.0,9.0,Duplex,25.0,89,8.0,190.0
640.0,6.0,Single house,28.0,86,9.9,200.0
560.0,12.0,Apartment,28.0,73,13.7,180.0
690.0,9.0,Townhouse,27.0,69,24.0,220.0
370.0,12.0,Single house,28.0,73,22.8,130.0
340.0,9.0,Apartment,29.0,66,11.0,130.0
320.0,9.0,Single house,29.0,100,30.5,120.0
560.0,6.0,Single house,29.0,51,3.2,180.0
320.0,9.0,Single house,29.0,86,30.7,120.0
640.0,12.0,Townhouse,31.0,63,5.8,200.0
330.0,6.0,Single house,30.0,77,30.9,120.0
520.0,12.0,Single house,31.0,67,13.5,170.0
370.0,12.0,Single house,29.0,64,11.4,130.0
570.0,9.0,Townhouse,28.0,65,23.6,190.0
630.0,6.0,Single house,30.0,100,25.5,200.0
370.0,12.0,Single house,31.0,77,22.7,140.0
230.0,9.0,Apartment,31.0,69,15.3,100.0
420.0,9.0,Single house,31.0,86,16.5,150.0
540.0,9.0,Single house,31.0,79,6.2,180.0
630.0,6.0,Townhouse,31.0,88,24.4,200.0
760.0,9.0,Apartment,31.0,56,11.7,230.0
330.0,9.0,Single house,29.0,83,16.3,120.0
670.0,9.0,Apartment,29.0,88,21.2,210.0
650.0,6.0,Townhouse,30.0,58,26.8,210.0
600.0,12.0,Single house,31.0,84,5.1,190.0
620.0,9.0,Single house,32.0,100,8.6,200.0
550.0,9.0,Single house,30.6,79,26.8,180.0
530.0,9.0,Single house,31.0,89,7.7,180.0
530.0,9.0,Single house,33.0,87,13.3,180.0
480.0,9.0,Duplex,34.0,70,26.3,160.0
610.0,12.0,Apartment,35.0,79,3.3,200.0
350.0,12.0,Single house,33.0,59,5.4,130.0
590.0,9.0,Single house,32.0,73,13.6,190.0
580.0,15.0,Single house,27.0,82,13.3,190.0
690.0,6.0,Single house,25.0,88,11.8,220.0
220.0,6.0,Townhouse,27.0,79,11.2,100.0
370.0,6.0,Single house,28.0,88,14.0,130.0
500.0,12.0,Apartment,29.0,65,10.9,170.0
500.0,12.0,Single house,30.0,78,7.4,170.0
640.0,9.0,Single house,29.0,79,12.4,200.0
840.0,6.0,Single house,29.0,100,23.4,260.0
610.0,9.0,Single house,25.0,76,11.1,200.0
700.0,9.0,Single house,29.0,73,13.5,220.0
130.0,6.0,Single house,29.0,79,3.3,70.0
320.0,9.0,Duplex,29.0,67,11.1,120.0
370.0,12.0,Single house,29.0,81,4.1,130.0
710.0,9.0,Single house,29.0,74,11.7,220.0
510.0,9.0,Single house,30.0,57,18.4,170.0
640.0,12.0,Single house,30.0,78,4.2,200.0
430.0,12.0,Single house,27.0,75,13.7,150.0
400.0,9.0,Single house,27.0,59,5.6,140.0
710.0,9.0,Single house,27.0,78,22.4,220.0
770.0,9.0,Single house,27.0,97,14.9,240.0
590.0,12.0,Single house,29.0,85,33.5,190.0
710.0,9.0,Single house,29.0,86,16.0,220.0
550.0,12.0,Single house,31.0,62,14.9,180.0
340.0,9.0,Single house,31.0,85,22.0,130.0
290.0,6.0,Apartment,31.0,81,26.7,110.0
560.0,6.0,Single house,31.0,85,16.4,180.0
460.0,9.0,Apartment,32.0,84,23.5,160.0
780.0,9.0,Single house,34.0,62,17.2,240.0
660.0,9.0,Apartment,31.0,78,3.2,210.0
880.0,9.0,Apartment,32.0,69,25.2,270.0
330.0,6.0,Apartment,30.0,78,30.7,120.0
690.0,9.0,Single house,28.0,68,7.3,220.0
570.0,9.0,Single house,30.0,95,20.6,190.0
540.0,12.0,Single house,30.0,68,5.5,180.0
240.0,9.0,Apartment,29.0,68,15.9,100.0
580.0,9.0,Townhouse,29.0,80,15.3,190.0
210.0,6.0,Single house,31.0,66,20.4,90.0
610.0,6.0,Apartment,32.0,74,14.7,200.0
720.0,9.0,Townhouse,30.0,69,11.2,220.0
500.0,12.0,Townhouse,29.0,96,16.3,170.0
520.0,6.0,Single house,30.0,88,12.4,170.0
480.0,6.0,Duplex,32.0,78,32.1,160.0
240.0,9.0,Single house,28.0,74,27.9,100.0
400.0,9.0,Apartment,28.0,90,11.8,140.0
480.0,12.0,Apartment,27.0,84,10.8,160.0
350.0,9.0,Single house,29.0,85,20.0,130.0
500.0,12.0,Apartment,33.0,78,24.8,170.0
360.0,9.0,Single house,30.0,58,9.8,130.0
600.0,12.0,Single house,31.0,77,31.1,200.0
560.0,3.0,Single house,31.0,72,3.2,180.0
420.0,12.0,Apartment,32.0,87,14.2,150.0
530.0,9.0,Single house,32.0,91,22.7,180.0
550.0,9.0,Single house,31.0,71,29.7,180.0
630.0,9.0,Single house,32.0,85,7.0,200.0
260.0,9.0,Duplex,32.0,100,8.9,110.0
390.0,12.0,Duplex,28.0,71,22.7,140.0
330.0,9.0,Townhouse,29.0,100,31.8,130.0
750.0,9.0,Single house,27.0,68,14.5,230.0
630.0,9.0,Single house,26.0,79,18.0,200.0
600.0,9.0,Single house,26.0,79,12.7,190.0
990.0,12.0,Single house,27.0,79,19.9,290.0
630.0,9.0,Single house,27.0,68,17.5,200.0
510.0,9.0,Single house,28.0,71,5.3,170.0
410.0,9.0,Single house,26.0,71,9.1,140.0
430.0,9.0,Single house,27.0,83,7.8,150.0
470.0,12.0,Single house,27.0,83,12.8,160.0
690.0,12.0,Apartment,27.0,100,11.4,220.0
500.0,3.0,Single house,26.0,96,21.1,170.0
600.0,9.0,Single house,27.0,72,18.5,190.0
650.0,9.0,Single house,28.0,83,29.5,210.0
540.0,12.0,Single house,30.0,91,27.1,180.0
700.0,9.0,Single house,27.0,79,28.6,220.0
820.0,9.0,Single house,24.0,78,11.5,250.0
700.0,12.0,Single house,25.0,79,32.6,220.0
630.0,9.0,Duplex,27.0,89,8.0,200.0
460.0,12.0,Apartment,27.0,68,27.9,160.0
570.0,9.0,Apartment,27.0,75,13.9,190.0
640.0,12.0,Single house,27.0,85,26.0,210.0
660.0,6.0,Single house,28.0,83,11.6,210.0
510.0,9.0,Duplex,28.0,82,21.1,170.0
190.0,9.0,Single house,25.0,74,32.7,90.0
250.0,6.0,Single house,25.0,91,15.6,100.0
550.0,9.0,Single house,27.0,100,5.5,180.0
670.0,12.0,Single house,27.0,84,16.3,210.0
670.0,9.0,Single house,29.0,76,11.8,210.0
690.0,9.0,Apartment,29.0,88,12.4,220.0
360.0,9.0,Apartment,27.0,72,31.5,130.0
300.0,9.0,Single house,28.0,70,18.3,120.0
410.0,12.0,Single house,26.0,79,20.8,150.0
480.0,9.0,Single house,25.0,47,11.0,160.0
740.0,12.0,Single house,26.0,65,4.5,230.0
650.0,9.0,Single house,27.0,74,13.1,210.0
410.0,9.0,Townhouse,27.0,62,20.1,140.0
410.0,6.0,Single house,27.0,66,28.8,140.0
710.0,9.0,Single house,28.0,73,32.6,220.0
600.0,12.0,Single house,26.0,59,11.3,190.0
130.0,12.0,Apartment,23.0,74,16.1,70.0
570.0,12.0,Single house,25.0,72,6.8,180.0
550.0,6.0,Apartment,25.0,79,21.3,180.0
710.0,6.0,Apartment,27.0,93,7.5,220.0
400.0,3.0,Single house,26.0,81,14.1,140.0
360.0,12.0,Apartment,25.0,79,4.8,130.0
400.0,9.0,Single house,25.0,80,23.7,140.0
500.0,12.0,Single house,25.0,82,12.9,170.0
510.0,12.0,Single house,25.0,66,11.6,170.0
680.0,6.0,Single house,27.0,77,9.3,210.0
560.0,6.0,Single house,27.0,83,4.1,180.0
390.0,9.0,Single house,26.0,62,11.9,140.0
810.0,9.0,Single house,23.0,89,12.4,250.0
560.0,9.0,Single house,19.0,92,15.1,180.0
300.0,9.0,Single house,20.0,71,14.1,110.0
240.0,9.0,Single house,23.0,76,23.0,100.0
170.0,12.0,Single house,23.0,68,16.3,80.0
300.0,6.0,Single house,22.0,87,10.1,120.0
640.0,9.0,Single house,23.0,66,16.2,200.0
460.0,9.0,Single house,24.0,76,15.5,160.0
600.0,12.0,Single house,26.0,68,16.3,190.0
490.0,9.0,Single house,22.0,79,2.1,160.0
230.0,9.0,Single house,21.0,57,24.3,100.0
570.0,6.0,Single house,23.0,95,26.3,190.0
350.0,9.0,Apartment,23.0,67,13.9,130.0
700.0,12.0,Single house,23.0,80,27.0,220.0
460.0,12.0,Single house,25.0,76,18.6,160.0
330.0,9.0,Single house,24.0,69,6.9,120.0
780.0,6.0,Single house,24.0,68,27.7,240.0
720.0,9.0,Apartment,24.0,90,7.8,220.0
550.0,6.0,Single house,24.0,72,27.5,180.0
110.0,12.0,Apartment,24.0,82,14.8,70.0
570.0,9.0,Single house,24.0,69,15.8,180.0
590.0,9.0,Single house,26.0,71,30.5,190.0
520.0,9.0,Single house,26.0,85,11.7,170.0
740.0,9.0,Single house,24.0,90,1.8,230.0
560.0,12.0,Single house,22.0,77,10.2,180.0
320.0,9.0,Single house,26.0,61,5.6,120.0
360.0,9.0,Single house,24.0,100,16.4,130.0
570.0,9.0,Single house,18.0,68,23.3,180.0
390.0,9.0,Apartment,19.0,60,14.7,140.0
680.0,12.0,Single house,23.0,100,7.7,220.0
920.0,9.0,Single house,23.0,74,12.3,270.0
580.0,6.0,Townhouse,23.0,61,3.4,190.0
440.0,9.0,Apartment,24.0,70,8.2,150.0
430.0,12.0,Duplex,22.0,83,21.2,150.0
430.0,12.0,Single house,22.0,81,14.5,150.0
680.0,12.0,Single house,24.0,68,7.9,210.0
870.0,9.0,Single house,24.0,100,20.0,260.0
400.0,9.0,Single house,24.0,72,15.2,140.0
720.0,9.0,Single house,24.0,64,14.2,220.0
330.0,9.0,Single house,23.0,91,18.4,120.0
680.0,12.0,Single house,23.0,95,4.7,210.0
590.0,9.0,Apartment,20.0,69,26.6,190.0
470.0,6.0,Single house,19.0,62,30.0,160.0
580.0,12.0,Townhouse,22.0,91,14.3,190.0
310.0,9.0,Apartment,22.0,54,12.4,120.0
290.0,12.0,Single house,23.0,64,10.8,110.0
350.0,12.0,Single house,22.0,91,11.8,130.0
560.0,15.0,Single house,23.0,78,27.4,180.0
580.0,6.0,Single house,24.0,76,30.9,190.0
380.0,9.0,Single house,19.0,83,20.0,140.0
570.0,12.0,Single house,19.0,77,20.7,180.0
530.0,9.0,Single house,20.0,63,10.3,170.0
530.0,9.0,Single house,21.0,95,16.6,180.0
450.0,9.0,Apartment,23.0,95,15.4,160.0
460.0,9.0,Single house,24.0,81,22.2,160.0
520.0,9.0,Single house,25.0,79,1.1,170.0
490.0,9.0,Single house,25.0,100,26.7,170.0
450.0,9.0,Single house,25.0,75,10.2,150.0
370.0,9.0,Single house,24.0,76,28.6,130.0
520.0,12.0,Single house,22.0,83,32.9,170.0
270.0,12.0,Single house,22.0,97,24.2,110.0
420.0,9.0,Single house,23.0,98,15.6,150.0
730.0,9.0,Single house,23.0,76,8.9,230.0
440.0,6.0,Single house,24.0,83,5.1,150.0
650.0,9.0,Duplex,23.0,62,8.9,200.0
600.0,12.0,Single house,23.0,75,18.7,190.0
580.0,6.0,Townhouse,20.0,68,10.1,190.0
730.0,9.0,Single house,23.0,66,32.3,230.0
690.0,12.0,Single house,21.0,100,16.3,220.0
500.0,9.0,Single house,19.0,69,22.4,170.0
640.0,9.0,Townhouse,19.0,72,9.3,200.0
510.0,12.0,Single house,24.0,83,16.3,170.0
500.0,12.0,Single house,24.0,95,18.6,170.0
550.0,6.0,Townhouse,24.0,85,25.2,180.0
640.0,12.0,Single house,25.0,100,4.9,210.0
810.0,9.0,Single house,21.0,78,9.2,250.0
600.0,12.0,Apartment,21.0,82,5.6,190.0
560.0,12.0,Single house,21.0,82,22.1,180.0
240.0,9.0,Single house,25.0,96,17.5,100.0
300.0,9.0,Single house,27.0,85,31.3,120.0
790.0,6.0,Duplex,23.0,77,26.7,240.0
500.0,6.0,Single house,27.0,67,16.3,170.0
270.0,12.0,Single house,23.0,82,12.8,110.0
610.0,9.0,Duplex,24.0,96,19.3,200.0
570.0,9.0,Single house,22.0,74,20.7,180.0
390.0,9.0,Single house,23.0,85,10.7,140.0
400.0,9.0,Single house,24.0,82,25.0,140.0
390.0,9.0,Single house,22.0,89,15.2,140.0
340.0,9.0,Duplex,23.0,69,9.6,130.0
430.0,9.0,Single house,25.0,100,11.7,150.0
600.0,6.0,Single house,25.0,63,24.3,190.0
600.0,12.0,Single house,22.0,74,20.4,190.0
320.0,9.0,Single house,23.0,90,15.9,120.0
160.0,9.0,Apartment,23.0,82,20.1,80.0
490.0,12.0,Single house,25.0,89,10.6,170.0
560.0,6.0,Single house,23.0,73,2.2,180.0
490.0,9.0,Single house,23.0,78,10.4,160.0
660.0,6.0,Apartment,21.0,79,16.0,210.0
600.0,12.0,Apartment,23.0,98,23.7,200.0
440.0,9.0,Single house,23.0,87,2.8,150.0
470.0,3.0,Single house,20.0,89,32.4,160.0
250.0,9.0,Apartment,21.0,71,23.5,100.0
690.0,12.0,Single house,23.0,91,16.3,220.0
380.0,6.0,Single house,24.0,82,16.1,140.0
770.0,15.0,Apartment,22.0,96,4.1,240.0
670.0,12.0,Single house,21.0,100,14.5,210.0
670.0,9.0,Single house,24.0,75,5.4,210.0
620.0,9.0,Single house,24.0,74,15.4,200.0
430.0,6.0,Single house,26.0,68,13.6,150.0
500.0,9.0,Duplex,26.0,77,8.2,170.0
130.0,15.0,Single house,24.0,74,17.7,70.0
290.0,9.0,Single house,22.0,83,11.6,110.0
750.0,9.0,Single house,22.0,77,18.2,230.0
580.0,9.0,Apartment,26.0,74,10.7,190.0
720.0,9.0,Single house,25.0,92,7.4,220.0
840.0,9.0,Single house,24.0,67,11.0,250.0
260.0,6.0,Single house,25.0,84,18.4,110.0
400.0,9.0,Single house,28.0,74,11.3,140.0
580.0,6.0,Duplex,26.0,88,8.8,190.0
700.0,9.0,Apartment,26.0,96,30.7,220.0
520.0,9.0,Single house,25.0,75,11.0,170.0
470.0,3.0,Single house,25.0,84,28.7,160.0
600.0,9.0,Single house,25.0,81,16.9,190.0
460.0,9.0,Single house,25.0,69,32.0,160.0
590.0,9.0,Single house,25.0,82,9.7,190.0
780.0,6.0,Single house,25.0,82,20.6,240.0
880.0,12.0,Single house,25.0,84,1.9,270.0
690.0,9.0,Townhouse,26.0,76,25.0,220.0
230.0,15.0,Single house,25.0,80,27.8,100.0
480.0,9.0,Single house,26.0,65,8.4,160.0
920.0,12.0,Single house,29.0,74,29.6,280.0
460.0,9.0,Townhouse,25.0,86,8.0,160.0
740.0,12.0,Single house,27.0,90,5.7,230.0
300.0,9.0,Single house,26.0,74,9.1,120.0
530.0,9.0,Single house,26.0,80,11.9,180.0
540.0,9.0,Duplex,26.0,82,11.1,180.0
410.0,9.0,Single house,27.0,81,18.9,150.0
280.0,12.0,Apartment,25.0,85,6.4,110.0
340.0,6.0,Single house,28.0,56,23.6,120.0
720.0,6.0,Single house,28.0,78,30.0,220.0
650.0,9.0,Single house,27.0,82,16.2,210.0
520.0,9.0,Single house,33.0,66,7.7,170.0
360.0,9.0,Single house,29.0,99,17.2,130.0
770.0,6.0,Single house,26.0,81,6.4,240.0
500.0,6.0,Apartment,25.0,98,5.9,170.0
580.0,9.0,Single house,25.0,69,11.0,190.0
500.0,12.0,Single house,31.0,68,7.6,170.0
370.0,9.0,Single house,29.0,82,24.6,140.0
610.0,6.0,Single house,29.0,58,13.5,190.0
530.0,9.0,Single house,27.0,81,7.0,180.0
320.0,9.0,Apartment,27.0,80,25.7,120.0
680.0,9.0,Townhouse,22.0,91,29.1,220.0
550.0,9.0,Single house,29.0,87,13.0,180.0
660.0,12.0,Duplex,30.0,74,26.7,210.0
320.0,6.0,Single house,24.0,65,5.2,120.0
500.0,6.0,Single house,25.0,100,20.2,170.0
720.0,6.0,Duplex,25.0,69,9.2,220.0
660.0,9.0,Single house,25.0,66,15.0,210.0
610.0,9.0,Duplex,26.0,65,20.6,200.0
910.0,12.0,Single house,28.0,93,11.8,280.0
720.0,9.0,Single house,24.0,72,9.2,220.0
300.0,9.0,Single house,30.0,69,16.3,120.0
680.0,9.0,Single house,31.0,80,6.4,210.0
450.0,9.0,Single house,31.0,76,32.0,160.0
530.0,6.0,Single house,36.0,70,20.0,180.0
590.0,12.0,Single house,33.0,88,15.2,190.0
560.0,6.0,Apartment,32.0,92,26.1,190.0
180.0,9.0,Single house,34.0,91,23.8,90.0
490.0,12.0,Duplex,25.0,88,16.7,170.0
530.0,9.0,Single house,26.0,84,7.7,180.0
350.0,9.0,Single house,25.0,57,14.9,130.0
380.0,6.0,Apartment,27.0,99,3.4,140.0
590.0,9.0,Townhouse,28.0,83,10.8,190.0
320.0,9.0,Duplex,27.0,86,12.4,120.0
590.0,12.0,Apartment,24.0,93,28.3,190.0
370.0,9.0,Single house,23.0,96,17.7,140.0
640.0,9.0,Apartment,29.0,84,9.2,200.0
480.0,6.0,Single house,30.0,84,25.2,160.0
440.0,9.0,Single house,30.0,71,28.3,150.0
800.0,9.0,Townhouse,27.0,79,12.4,250.0
500.0,12.0,Single house,25.0,68,15.6,170.0
410.0,9.0,Apartment,28.0,70,10.8,140.0
700.0,9.0,Duplex,26.0,68,13.4,220.0
420.0,9.0,Townhouse,28.0,77,12.0,150.0
370.0,12.0,Single house,25.0,92,15.8,140.0
